opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00014918,14918,ACC000294,New User - ACC000294,Closed Won,206.78,100,2025-04-01,2025-03-07,Organic Search,New User,50
OPP00014919,,ACC000816,Premium Upgrade - ACC000816,Verification Pending,86.30,10,,2025-03-03,Facebook Ads,Premium Upgrade,
OPP00014920,,ACC000127,New User - ACC000127,Verification Pending,104.98,75,,2025-03-12,Influencer,New User,9
OPP00014921,,ACC000957,Returning User - ACC000957,Lead,276.66,75,,2025-02-19,TikTok,Returning User,53
OPP00014922,,ACC000710,Premium Upgrade - ACC000710,Signup Complete,188.12,50,,2025-02-20,Facebook Ads,Premium Upgrade,77
OPP00014923,,ACC000436,Returning User - ACC000436,Signup Complete,267.48,50,,2025-02-26,App Store,Returning User,85
OPP00014924,14924,ACC000572,New User - ACC000572,Closed Won,144.54,100,2025-03-25,2025-02-21,Google Ads,New User,
OPP00014925,,ACC000614,Returning User - ACC000614,Activated,139.96,75,,2025-03-10,Influencer,Returning User,96
OPP00014926,14926,ACC000129,New User - ACC000129,Closed Won,205.70,100,2025-03-23,2025-02-25,Facebook Ads,New User,44
OPP00014927,14927,ACC000832,New User - ACC000832,Closed Won,149.70,100,2025-04-01,2025-03-19,Google Ads,New User,
OPP00014928,,ACC000656,New User - ACC000656,Signup Complete,196.04,75,,2025-02-27,Facebook Ads,New User,7
OPP00014929,,ACC000360,New User - ACC000360,Activated,164.00,75,,2025-02-19,Play Store,New User,93
OPP00014930,,ACC000647,New User - ACC000647,Verification Pending,142.15,25,,2025-02-26,Play Store,New User,
OPP00014931,,ACC000031,Returning User - ACC000031,Activated,193.81,75,,2025-03-19,Facebook Ads,Returning User,94
OPP00014932,,ACC000984,New User - ACC000984,Activated,247.10,50,,2025-02-22,Play Store,New User,
OPP00014933,,ACC000833,New User - ACC000833,Verification Pending,148.97,25,,2025-03-14,TikTok,New User,11
OPP00014934,,ACC000330,Returning User - ACC000330,Activated,150.64,10,,2025-03-21,Organic Search,Returning User,16
OPP00014935,,ACC000752,New User - ACC000752,Signup Complete,93.25,75,,2025-02-19,Instagram,New User,
OPP00014936,,ACC000380,Returning User - ACC000380,Lead,224.84,75,,2025-02-20,TikTok,Returning User,
OPP00014937,,ACC000164,New User - ACC000164,Lead,228.25,75,,2025-03-08,Referral,New User,
OPP00014938,14938,ACC000356,New User - ACC000356,Closed Won,60.21,100,2025-03-26,2025-02-24,Google Ads,New User,
OPP00014939,,ACC000093,New User - ACC000093,Activated,108.64,50,,2025-02-25,Organic Search,New User,58
OPP00014940,14940,ACC000243,New User - ACC000243,Closed Won,174.32,100,2025-03-25,2025-02-19,Google Ads,New User,
OPP00014941,14941,ACC000230,New User - ACC000230,Closed Won,104.73,100,2025-03-27,2025-03-19,TikTok,New User,16
OPP00014942,14942,ACC000723,New User - ACC000723,Closed Won,197.31,100,2025-03-22,2025-03-05,App Store,New User,63
OPP00014943,,ACC000855,New User - ACC000855,Activated,64.08,50,,2025-03-13,Email,New User,55
OPP00014944,14944,ACC000442,New User - ACC000442,Closed Won,155.54,100,2025-03-23,2025-03-08,Play Store,New User,5
OPP00014945,,ACC000824,New User - ACC000824,Verification Pending,159.05,75,,2025-03-09,Email,New User,
OPP00014946,14946,ACC000744,New User - ACC000744,Closed Won,353.30,100,2025-04-04,2025-03-06,Play Store,New User,36
OPP00014947,14947,ACC000217,New User - ACC000217,Closed Won,133.48,100,2025-03-28,2025-03-02,Facebook Ads,New User,
OPP00014948,,ACC000806,Premium Upgrade - ACC000806,Activated,55.20,75,,2025-03-15,Facebook Ads,Premium Upgrade,26
OPP00014949,14949,ACC000955,New User - ACC000955,Closed Won,376.87,100,2025-03-25,2025-03-07,Google Ads,New User,96
OPP00014950,,ACC000519,Returning User - ACC000519,Verification Pending,248.36,25,,2025-03-08,TikTok,Returning User,
OPP00014951,14951,ACC000707,Returning User - ACC000707,Closed Won,201.43,100,2025-04-04,2025-03-18,Influencer,Returning User,81
OPP00014952,,ACC000139,New User - ACC000139,Signup Complete,194.57,25,,2025-02-24,Play Store,New User,72
OPP00014953,,ACC000292,Returning User - ACC000292,Verification Pending,218.80,10,,2025-03-19,Organic Search,Returning User,53
OPP00014954,14954,ACC000704,Returning User - ACC000704,Closed Won,263.39,100,2025-03-28,2025-02-28,Facebook Ads,Returning User,100
OPP00014955,,ACC000779,New User - ACC000779,Verification Pending,152.33,10,,2025-03-08,App Store,New User,36
OPP00014956,,ACC000672,New User - ACC000672,Activated,75.18,75,,2025-02-24,Influencer,New User,
OPP00014957,,ACC000807,New User - ACC000807,Activated,78.47,25,,2025-03-20,Google Ads,New User,10
OPP00014958,,ACC000805,New User - ACC000805,Verification Pending,224.47,10,,2025-03-21,Email,New User,20
OPP00014959,,ACC000687,New User - ACC000687,Signup Complete,92.33,75,,2025-02-26,Facebook Ads,New User,
OPP00014960,,ACC000872,New User - ACC000872,Activated,156.79,75,,2025-03-14,Facebook Ads,New User,1
OPP00014961,,ACC000607,New User - ACC000607,Activated,127.71,25,,2025-02-22,Play Store,New User,
OPP00014962,,ACC000465,New User - ACC000465,Lead,84.43,75,,2025-03-02,Influencer,New User,97
OPP00014963,14963,ACC000757,New User - ACC000757,Closed Won,107.98,100,2025-04-03,2025-02-27,Google Ads,New User,83
OPP00014964,14964,ACC000067,New User - ACC000067,Closed Won,167.38,100,2025-04-03,2025-02-21,Organic Search,New User,
OPP00014965,,ACC000646,New User - ACC000646,Activated,231.87,50,,2025-03-12,Instagram,New User,8
OPP00014966,,ACC000427,Returning User - ACC000427,Signup Complete,112.91,75,,2025-03-21,Referral,Returning User,77
OPP00014967,,ACC000140,New User - ACC000140,Activated,280.88,25,,2025-03-09,Email,New User,5
OPP00014968,,ACC000653,New User - ACC000653,Signup Complete,50.47,10,,2025-03-05,Instagram,New User,25
OPP00014969,,ACC000179,New User - ACC000179,Signup Complete,107.68,75,,2025-03-03,App Store,New User,
OPP00014970,,ACC000271,New User - ACC000271,Activated,110.10,75,,2025-03-22,Email,New User,73
OPP00014971,,ACC000252,New User - ACC000252,Activated,71.78,25,,2025-02-27,Referral,New User,54
OPP00014972,,ACC000526,Returning User - ACC000526,Activated,220.85,10,,2025-03-21,Influencer,Returning User,
OPP00014973,,ACC000288,New User - ACC000288,Activated,207.38,75,,2025-02-23,Organic Search,New User,97
OPP00014974,,ACC000694,Premium Upgrade - ACC000694,Verification Pending,224.68,75,,2025-03-06,Google Ads,Premium Upgrade,78
OPP00014975,,ACC000228,New User - ACC000228,Activated,69.44,10,,2025-03-08,App Store,New User,61
OPP00014976,,ACC000922,New User - ACC000922,Activated,265.46,10,,2025-03-07,Instagram,New User,82
OPP00014977,14977,ACC000949,Premium Upgrade - ACC000949,Closed Won,218.92,100,2025-03-30,2025-03-10,Facebook Ads,Premium Upgrade,
OPP00014978,,ACC000946,New User - ACC000946,Signup Complete,122.51,75,,2025-03-04,Influencer,New User,29
OPP00014979,,ACC000433,New User - ACC000433,Signup Complete,108.53,75,,2025-03-18,App Store,New User,43
OPP00014980,14980,ACC000533,New User - ACC000533,Closed Won,110.41,100,2025-03-31,2025-03-14,Organic Search,New User,
OPP00014981,,ACC000736,New User - ACC000736,Activated,220.81,10,,2025-02-22,Google Ads,New User,73
OPP00014982,14982,ACC000097,New User - ACC000097,Closed Won,325.80,100,2025-03-27,2025-03-13,TikTok,New User,18
OPP00014983,,ACC000318,New User - ACC000318,Activated,232.23,25,,2025-03-09,Google Ads,New User,69
OPP00014984,,ACC000804,New User - ACC000804,Lead,213.47,25,,2025-03-21,Google Ads,New User,15
OPP00014985,14985,ACC000997,Returning User - ACC000997,Closed Won,411.44,100,2025-04-03,2025-03-06,Email,Returning User,
OPP00014986,14986,ACC000731,Returning User - ACC000731,Closed Won,475.90,100,2025-03-29,2025-02-22,Email,Returning User,
OPP00014987,,ACC000337,New User - ACC000337,Activated,136.44,10,,2025-02-26,Google Ads,New User,
OPP00014988,14988,ACC000447,New User - ACC000447,Closed Won,166.12,100,2025-03-28,2025-03-19,TikTok,New User,
OPP00014989,14989,ACC000274,New User - ACC000274,Closed Won,450.78,100,2025-03-23,2025-02-26,Facebook Ads,New User,7
OPP00014990,14990,ACC000613,New User - ACC000613,Closed Won,446.60,100,2025-03-31,2025-02-28,Google Ads,New User,100
OPP00014991,,ACC000583,New User - ACC000583,Lead,215.51,25,,2025-02-24,Organic Search,New User,73
OPP00014992,,ACC000221,New User - ACC000221,Verification Pending,192.30,25,,2025-03-17,Influencer,New User,81
OPP00014993,,ACC000338,Returning User - ACC000338,Lead,110.77,50,,2025-03-22,Email,Returning User,28
OPP00014994,,ACC000949,New User - ACC000949,Lead,118.90,50,,2025-03-03,App Store,New User,62
OPP00014995,,ACC000794,New User - ACC000794,Signup Complete,248.26,25,,2025-02-25,Influencer,New User,
OPP00014996,,ACC000019,New User - ACC000019,Activated,127.13,50,,2025-03-08,Play Store,New User,76
OPP00014997,,ACC000910,New User - ACC000910,Signup Complete,184.50,10,,2025-03-14,Facebook Ads,New User,44
OPP00014998,,ACC000820,New User - ACC000820,Activated,81.23,75,,2025-03-08,Google Ads,New User,57
OPP00014999,,ACC000964,New User - ACC000964,Verification Pending,281.71,50,,2025-03-10,Organic Search,New User,
OPP00015000,15000,ACC000267,New User - ACC000267,Closed Won,258.56,100,2025-04-05,2025-03-01,Facebook Ads,New User,70
OPP00015001,15001,ACC000670,Returning User - ACC000670,Closed Won,283.78,100,2025-03-24,2025-03-05,Influencer,Returning User,
OPP00015002,,ACC000008,New User - ACC000008,Signup Complete,268.91,10,,2025-03-04,Referral,New User,
OPP00015003,15003,ACC000194,New User - ACC000194,Closed Won,142.79,100,2025-03-26,2025-03-02,Email,New User,95
OPP00015004,,ACC000755,New User - ACC000755,Lead,203.79,75,,2025-03-17,Email,New User,87
OPP00015005,15005,ACC000902,Returning User - ACC000902,Closed Won,334.42,100,2025-03-31,2025-03-11,Instagram,Returning User,5
OPP00015006,15006,ACC000511,Returning User - ACC000511,Closed Won,402.84,100,2025-04-04,2025-02-26,Google Ads,Returning User,60
OPP00015007,15007,ACC000530,New User - ACC000530,Closed Won,175.64,100,2025-03-24,2025-03-10,Facebook Ads,New User,13
OPP00015008,,ACC000874,New User - ACC000874,Activated,265.21,10,,2025-03-02,Organic Search,New User,
OPP00015009,,ACC000837,Returning User - ACC000837,Verification Pending,147.50,10,,2025-02-25,Influencer,Returning User,34
OPP00015010,15010,ACC000339,New User - ACC000339,Closed Won,244.12,100,2025-03-30,2025-03-04,Organic Search,New User,
OPP00015011,,ACC000196,Returning User - ACC000196,Activated,201.15,50,,2025-03-04,TikTok,Returning User,27
OPP00015012,,ACC000939,New User - ACC000939,Signup Complete,231.69,10,,2025-02-25,App Store,New User,61
OPP00015013,,ACC000839,New User - ACC000839,Activated,119.16,25,,2025-02-28,TikTok,New User,
OPP00015014,,ACC000958,Returning User - ACC000958,Signup Complete,50.69,50,,2025-03-08,Google Ads,Returning User,99
OPP00015015,,ACC000915,New User - ACC000915,Activated,80.62,10,,2025-03-24,Referral,New User,
OPP00015016,,ACC000049,New User - ACC000049,Activated,287.07,10,,2025-03-15,Facebook Ads,New User,91
OPP00015017,,ACC000339,New User - ACC000339,Lead,98.34,50,,2025-03-13,TikTok,New User,60
OPP00015018,,ACC000559,New User - ACC000559,Lead,267.47,50,,2025-03-09,Play Store,New User,92
OPP00015019,15019,ACC000124,New User - ACC000124,Closed Won,102.29,100,2025-04-05,2025-02-24,Referral,New User,95
OPP00015020,,ACC000329,New User - ACC000329,Signup Complete,215.24,10,,2025-03-11,Instagram,New User,
OPP00015021,,ACC000115,New User - ACC000115,Verification Pending,55.86,75,,2025-03-09,Referral,New User,
OPP00015022,,ACC000046,New User - ACC000046,Signup Complete,286.37,25,,2025-03-05,Facebook Ads,New User,
OPP00015023,15023,ACC000910,New User - ACC000910,Closed Won,213.72,100,2025-03-26,2025-03-16,Referral,New User,17
OPP00015024,,ACC000790,Premium Upgrade - ACC000790,Verification Pending,135.58,10,,2025-03-08,Referral,Premium Upgrade,19
OPP00015025,15025,ACC000490,New User - ACC000490,Closed Won,163.50,100,2025-03-24,2025-03-18,Influencer,New User,85
OPP00015026,,ACC000599,Premium Upgrade - ACC000599,Lead,271.05,25,,2025-03-01,Email,Premium Upgrade,89
OPP00015027,15027,ACC000240,New User - ACC000240,Closed Won,453.81,100,2025-04-03,2025-03-04,Influencer,New User,43
OPP00015028,15028,ACC000626,Returning User - ACC000626,Closed Won,86.60,100,2025-03-24,2025-03-22,Organic Search,Returning User,
OPP00015029,,ACC000790,Returning User - ACC000790,Signup Complete,201.08,50,,2025-03-15,Facebook Ads,Returning User,100
OPP00015030,,ACC000034,New User - ACC000034,Activated,266.59,25,,2025-03-04,Referral,New User,35
OPP00015031,,ACC000472,New User - ACC000472,Verification Pending,288.26,25,,2025-03-04,App Store,New User,
OPP00015032,15032,ACC000861,Returning User - ACC000861,Closed Won,397.75,100,2025-04-06,2025-03-18,Instagram,Returning User,97
OPP00015033,15033,ACC000157,New User - ACC000157,Closed Won,280.09,100,2025-04-02,2025-03-21,Email,New User,
OPP00015034,,ACC000553,New User - ACC000553,Lead,144.56,75,,2025-03-23,Facebook Ads,New User,25
OPP00015035,,ACC000344,New User - ACC000344,Signup Complete,237.82,10,,2025-02-23,App Store,New User,1
OPP00015036,,ACC001000,Returning User - ACC001000,Signup Complete,116.06,75,,2025-03-04,Instagram,Returning User,95
OPP00015037,,ACC000411,Premium Upgrade - ACC000411,Activated,276.00,25,,2025-03-18,Referral,Premium Upgrade,43
OPP00015038,15038,ACC000826,Returning User - ACC000826,Closed Won,459.62,100,2025-03-30,2025-03-15,TikTok,Returning User,18
OPP00015039,,ACC000741,New User - ACC000741,Signup Complete,295.52,75,,2025-02-22,Facebook Ads,New User,25
OPP00015040,,ACC000430,New User - ACC000430,Activated,210.14,25,,2025-03-03,Email,New User,91
OPP00015041,,ACC000368,New User - ACC000368,Activated,274.92,75,,2025-03-21,Play Store,New User,34
OPP00015042,15042,ACC000558,New User - ACC000558,Closed Won,286.29,100,2025-03-30,2025-02-23,Facebook Ads,New User,98
OPP00015043,,ACC000559,Returning User - ACC000559,Activated,141.25,10,,2025-03-15,Influencer,Returning User,56
OPP00015044,,ACC000098,New User - ACC000098,Activated,155.18,75,,2025-03-15,Play Store,New User,
OPP00015045,,ACC000865,New User - ACC000865,Activated,84.89,10,,2025-03-24,Facebook Ads,New User,76
OPP00015046,,ACC000665,New User - ACC000665,Verification Pending,132.59,75,,2025-03-13,Influencer,New User,16
OPP00015047,,ACC000702,New User - ACC000702,Lead,189.00,25,,2025-03-22,Referral,New User,3
OPP00015048,,ACC000915,New User - ACC000915,Signup Complete,253.52,10,,2025-02-27,Google Ads,New User,81
OPP00015049,,ACC000858,New User - ACC000858,Verification Pending,213.48,50,,2025-02-23,Organic Search,New User,97
OPP00015050,,ACC000175,Returning User - ACC000175,Lead,211.96,10,,2025-02-23,Organic Search,Returning User,65
OPP00015051,,ACC000439,Returning User - ACC000439,Verification Pending,200.73,50,,2025-03-01,TikTok,Returning User,9
OPP00015052,15052,ACC000007,Returning User - ACC000007,Closed Won,312.67,100,2025-03-31,2025-03-09,Google Ads,Returning User,61
OPP00015053,,ACC000869,New User - ACC000869,Verification Pending,171.90,50,,2025-03-10,TikTok,New User,
OPP00015054,,ACC000117,New User - ACC000117,Activated,98.96,25,,2025-03-17,Google Ads,New User,36
OPP00015055,15055,ACC000409,Returning User - ACC000409,Closed Won,85.00,100,2025-03-28,2025-03-06,Google Ads,Returning User,56
OPP00015056,,ACC000240,New User - ACC000240,Activated,226.64,10,,2025-03-09,TikTok,New User,16
OPP00015057,,ACC000414,New User - ACC000414,Activated,53.73,50,,2025-03-19,Google Ads,New User,
OPP00015058,15058,ACC000765,New User - ACC000765,Closed Won,498.34,100,2025-04-04,2025-03-10,Referral,New User,53
OPP00015059,15059,ACC000708,New User - ACC000708,Closed Won,432.06,100,2025-03-31,2025-02-23,Google Ads,New User,11
OPP00015060,,ACC000064,New User - ACC000064,Activated,177.98,25,,2025-03-14,Instagram,New User,
OPP00015061,,ACC000912,New User - ACC000912,Activated,296.75,50,,2025-03-20,Google Ads,New User,8
OPP00015062,,ACC000363,New User - ACC000363,Signup Complete,278.79,50,,2025-03-08,Organic Search,New User,
OPP00015063,,ACC000205,New User - ACC000205,Signup Complete,84.06,50,,2025-03-13,Referral,New User,86
OPP00015064,15064,ACC000220,New User - ACC000220,Closed Won,339.47,100,2025-03-26,2025-03-01,Organic Search,New User,
OPP00015065,,ACC000648,Returning User - ACC000648,Activated,233.88,75,,2025-03-15,TikTok,Returning User,67
OPP00015066,,ACC000662,New User - ACC000662,Verification Pending,227.50,50,,2025-03-14,Facebook Ads,New User,91
OPP00015067,15067,ACC000031,Returning User - ACC000031,Closed Won,470.04,100,2025-03-26,2025-03-13,Google Ads,Returning User,19
OPP00015068,,ACC000069,New User - ACC000069,Signup Complete,260.52,10,,2025-03-19,Instagram,New User,77
OPP00015069,,ACC000576,New User - ACC000576,Activated,267.65,10,,2025-03-24,Influencer,New User,36
OPP00015070,15070,ACC000309,New User - ACC000309,Closed Won,161.09,100,2025-03-28,2025-03-03,Facebook Ads,New User,
OPP00015071,,ACC000727,New User - ACC000727,Signup Complete,275.56,10,,2025-03-12,Referral,New User,
OPP00015072,,ACC000276,New User - ACC000276,Verification Pending,284.01,50,,2025-03-05,Instagram,New User,32
OPP00015073,15073,ACC000661,Returning User - ACC000661,Closed Won,485.69,100,2025-03-27,2025-03-25,Facebook Ads,Returning User,
OPP00015074,,ACC000010,New User - ACC000010,Signup Complete,227.93,50,,2025-03-15,Facebook Ads,New User,
OPP00015075,,ACC000396,New User - ACC000396,Signup Complete,134.35,75,,2025-03-23,Facebook Ads,New User,
OPP00015076,15076,ACC000425,New User - ACC000425,Closed Won,357.75,100,2025-03-27,2025-03-05,Play Store,New User,
OPP00015077,15077,ACC000017,New User - ACC000017,Closed Won,333.60,100,2025-04-04,2025-03-04,Referral,New User,
OPP00015078,15078,ACC000009,New User - ACC000009,Closed Won,352.24,100,2025-04-09,2025-03-07,Facebook Ads,New User,
OPP00015079,,ACC000461,Returning User - ACC000461,Lead,108.49,10,,2025-03-13,Referral,Returning User,20
OPP00015080,,ACC000561,New User - ACC000561,Activated,189.13,25,,2025-03-21,Play Store,New User,
OPP00015081,,ACC000544,New User - ACC000544,Activated,220.57,50,,2025-03-23,Organic Search,New User,46
OPP00015082,,ACC000026,Returning User - ACC000026,Activated,57.88,50,,2025-03-26,Instagram,Returning User,
OPP00015083,,ACC000307,Premium Upgrade - ACC000307,Activated,277.23,10,,2025-03-26,Facebook Ads,Premium Upgrade,75
OPP00015084,15084,ACC000893,New User - ACC000893,Closed Won,419.88,100,2025-03-31,2025-03-03,Play Store,New User,8
OPP00015085,15085,ACC000886,Premium Upgrade - ACC000886,Closed Won,69.14,100,2025-03-31,2025-03-26,Play Store,Premium Upgrade,
OPP00015086,,ACC000180,Returning User - ACC000180,Activated,65.02,75,,2025-03-10,TikTok,Returning User,31
OPP00015087,,ACC000609,Returning User - ACC000609,Activated,259.86,10,,2025-03-01,Facebook Ads,Returning User,40
OPP00015088,,ACC000196,New User - ACC000196,Activated,96.43,10,,2025-02-24,Play Store,New User,
OPP00015089,,ACC000470,Returning User - ACC000470,Activated,225.35,25,,2025-03-09,TikTok,Returning User,71
OPP00015090,,ACC000832,New User - ACC000832,Activated,112.99,75,,2025-03-02,Play Store,New User,13
OPP00015091,,ACC000686,New User - ACC000686,Activated,120.86,10,,2025-03-07,Play Store,New User,50
OPP00015092,15092,ACC000241,Premium Upgrade - ACC000241,Closed Won,303.51,100,2025-04-09,2025-03-22,Google Ads,Premium Upgrade,63
OPP00015093,,ACC000134,New User - ACC000134,Signup Complete,193.46,10,,2025-03-18,Organic Search,New User,92
OPP00015094,,ACC000110,Returning User - ACC000110,Activated,63.56,75,,2025-03-15,Play Store,Returning User,45
OPP00015095,,ACC000036,Premium Upgrade - ACC000036,Activated,204.41,25,,2025-02-25,Play Store,Premium Upgrade,3
OPP00015096,15096,ACC000575,New User - ACC000575,Closed Won,243.61,100,2025-04-02,2025-03-13,Facebook Ads,New User,42
OPP00015097,,ACC000688,Premium Upgrade - ACC000688,Verification Pending,209.42,50,,2025-03-14,Play Store,Premium Upgrade,28
OPP00015098,,ACC000854,Returning User - ACC000854,Verification Pending,138.73,25,,2025-02-24,Google Ads,Returning User,
OPP00015099,15099,ACC000475,New User - ACC000475,Closed Won,79.08,100,2025-04-09,2025-03-08,Play Store,New User,70
OPP00015100,,ACC000154,New User - ACC000154,Activated,299.36,25,,2025-03-02,Play Store,New User,
OPP00015101,,ACC000687,New User - ACC000687,Verification Pending,298.65,25,,2025-03-20,App Store,New User,46
OPP00015102,,ACC000328,Returning User - ACC000328,Activated,86.07,10,,2025-03-06,Email,Returning User,13
OPP00015103,,ACC000400,Returning User - ACC000400,Verification Pending,93.51,50,,2025-03-11,TikTok,Returning User,72
OPP00015104,,ACC000027,New User - ACC000027,Activated,284.06,75,,2025-03-09,App Store,New User,
OPP00015105,,ACC000132,Returning User - ACC000132,Activated,102.23,10,,2025-03-21,Google Ads,Returning User,
OPP00015106,,ACC000028,New User - ACC000028,Activated,53.31,10,,2025-03-01,Google Ads,New User,27
OPP00015107,15107,ACC000052,Premium Upgrade - ACC000052,Closed Won,326.94,100,2025-03-28,2025-02-24,Influencer,Premium Upgrade,
OPP00015108,,ACC000601,New User - ACC000601,Signup Complete,218.25,50,,2025-03-17,Referral,New User,97
OPP00015109,,ACC000648,New User - ACC000648,Signup Complete,269.53,10,,2025-03-20,TikTok,New User,
OPP00015110,,ACC000963,New User - ACC000963,Activated,96.16,25,,2025-03-12,Play Store,New User,31
OPP00015111,,ACC000325,New User - ACC000325,Lead,277.82,75,,2025-03-12,Organic Search,New User,47
OPP00015112,15112,ACC000674,New User - ACC000674,Closed Won,394.73,100,2025-03-28,2025-03-23,Facebook Ads,New User,35
OPP00015113,15113,ACC000549,Returning User - ACC000549,Closed Won,321.93,100,2025-03-27,2025-03-01,Email,Returning User,
OPP00015114,,ACC000722,New User - ACC000722,Signup Complete,75.28,10,,2025-03-07,Organic Search,New User,37
OPP00015115,15115,ACC000958,Premium Upgrade - ACC000958,Closed Won,184.52,100,2025-03-27,2025-03-23,Google Ads,Premium Upgrade,40
OPP00015116,15116,ACC000340,Premium Upgrade - ACC000340,Closed Won,58.71,100,2025-03-29,2025-03-08,App Store,Premium Upgrade,
OPP00015117,,ACC000048,Returning User - ACC000048,Verification Pending,149.97,25,,2025-03-20,Facebook Ads,Returning User,
OPP00015118,,ACC000084,Returning User - ACC000084,Signup Complete,250.29,10,,2025-02-28,Instagram,Returning User,39
OPP00015119,,ACC000969,New User - ACC000969,Verification Pending,257.84,50,,2025-03-27,Google Ads,New User,
OPP00015120,,ACC000291,Premium Upgrade - ACC000291,Activated,249.27,75,,2025-03-24,Instagram,Premium Upgrade,
OPP00015121,15121,ACC000741,New User - ACC000741,Closed Won,290.04,100,2025-04-05,2025-03-01,Organic Search,New User,29
OPP00015122,15122,ACC000383,New User - ACC000383,Closed Won,53.13,100,2025-04-05,2025-03-18,Organic Search,New User,36
OPP00015123,,ACC000505,Premium Upgrade - ACC000505,Signup Complete,187.82,25,,2025-03-27,Instagram,Premium Upgrade,43
OPP00015124,,ACC000994,Returning User - ACC000994,Lead,164.91,50,,2025-03-14,Referral,Returning User,9
OPP00015125,15125,ACC000809,New User - ACC000809,Closed Won,58.33,100,2025-04-05,2025-03-02,TikTok,New User,80
OPP00015126,,ACC000882,New User - ACC000882,Verification Pending,147.97,75,,2025-03-27,Play Store,New User,
OPP00015127,,ACC000451,New User - ACC000451,Signup Complete,256.89,25,,2025-02-26,App Store,New User,19
OPP00015128,,ACC000954,New User - ACC000954,Activated,202.32,25,,2025-02-26,Google Ads,New User,
OPP00015129,,ACC000299,New User - ACC000299,Activated,149.69,50,,2025-03-09,TikTok,New User,79
OPP00015130,,ACC000536,New User - ACC000536,Activated,240.49,10,,2025-03-02,TikTok,New User,73
OPP00015131,,ACC000738,New User - ACC000738,Activated,140.60,25,,2025-03-03,Instagram,New User,81
OPP00015132,,ACC000784,New User - ACC000784,Lead,261.12,75,,2025-03-11,Google Ads,New User,62
OPP00015133,15133,ACC000769,New User - ACC000769,Closed Won,367.91,100,2025-03-28,2025-03-02,Facebook Ads,New User,23
OPP00015134,,ACC000209,New User - ACC000209,Signup Complete,234.91,50,,2025-03-10,Instagram,New User,
OPP00015135,,ACC000510,New User - ACC000510,Lead,271.33,10,,2025-03-05,Referral,New User,
OPP00015136,,ACC000581,Premium Upgrade - ACC000581,Signup Complete,265.58,10,,2025-03-15,TikTok,Premium Upgrade,89
OPP00015137,,ACC000252,New User - ACC000252,Activated,125.78,50,,2025-03-12,Influencer,New User,12
OPP00015138,,ACC000934,New User - ACC000934,Verification Pending,230.78,25,,2025-03-08,Google Ads,New User,45
OPP00015139,,ACC000017,Returning User - ACC000017,Activated,174.13,75,,2025-03-20,Influencer,Returning User,
OPP00015140,,ACC000376,New User - ACC000376,Signup Complete,238.72,25,,2025-03-02,Play Store,New User,21
OPP00015141,,ACC000088,New User - ACC000088,Signup Complete,72.56,50,,2025-03-23,Google Ads,New User,84
OPP00015142,,ACC000024,New User - ACC000024,Activated,57.09,75,,2025-03-25,Email,New User,82
OPP00015143,,ACC000350,New User - ACC000350,Lead,198.90,75,,2025-03-14,Google Ads,New User,
OPP00015144,,ACC000624,New User - ACC000624,Activated,151.16,10,,2025-03-10,Influencer,New User,93
OPP00015145,,ACC000105,Premium Upgrade - ACC000105,Activated,109.75,10,,2025-03-15,App Store,Premium Upgrade,39
OPP00015146,,ACC000607,New User - ACC000607,Lead,99.69,10,,2025-03-19,Influencer,New User,29
OPP00015147,15147,ACC000921,New User - ACC000921,Closed Won,377.72,100,2025-03-31,2025-03-09,Instagram,New User,
OPP00015148,,ACC000478,Premium Upgrade - ACC000478,Verification Pending,59.13,75,,2025-03-03,Organic Search,Premium Upgrade,64
OPP00015149,,ACC000217,New User - ACC000217,Activated,98.28,75,,2025-03-20,Email,New User,62
OPP00015150,,ACC000908,New User - ACC000908,Activated,273.97,10,,2025-03-08,App Store,New User,97
OPP00015151,,ACC000312,Premium Upgrade - ACC000312,Activated,290.86,75,,2025-03-20,Play Store,Premium Upgrade,
OPP00015152,15152,ACC000422,New User - ACC000422,Closed Won,471.30,100,2025-04-05,2025-02-27,Email,New User,45
OPP00015153,,ACC000263,New User - ACC000263,Activated,63.54,10,,2025-03-21,App Store,New User,
OPP00015154,,ACC000132,Returning User - ACC000132,Verification Pending,167.67,50,,2025-03-21,Instagram,Returning User,
OPP00015155,15155,ACC000107,New User - ACC000107,Closed Won,264.68,100,2025-03-29,2025-03-21,Email,New User,63
OPP00015156,15156,ACC000548,Returning User - ACC000548,Closed Won,258.60,100,2025-04-11,2025-03-23,TikTok,Returning User,43
OPP00015157,,ACC000804,New User - ACC000804,Lead,210.58,10,,2025-03-22,Influencer,New User,
OPP00015158,,ACC000835,Returning User - ACC000835,Lead,279.77,50,,2025-03-08,Google Ads,Returning User,65
OPP00015159,,ACC000884,Returning User - ACC000884,Verification Pending,296.23,25,,2025-03-07,Email,Returning User,10
OPP00015160,,ACC000111,New User - ACC000111,Activated,134.06,25,,2025-03-07,Organic Search,New User,61
OPP00015161,,ACC000728,New User - ACC000728,Verification Pending,173.21,10,,2025-03-03,Facebook Ads,New User,14
OPP00015162,,ACC000644,Returning User - ACC000644,Activated,108.37,10,,2025-03-08,Play Store,Returning User,
